DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2017-01-05 16:00:00,17.96,50.78,0.081,212.4,208.6,31661.77215,21093.00912,15822.6506
2017-01-08 11:00:00,15.14,63.17,0.079,308.3,168.4,31601.01266,15771.42857,16186.98795
2017-01-13 19:00:00,15.24,78.0,0.065,0.037,0.089,43601.01266,25940.42553,25185.54217
2017-01-19 00:00:00,14.71,63.97,0.08,0.044,0.156,27918.98734,18835.25836,17829.39759
2017-01-21 07:00:00,9.4,64.27,0.08,0.084,0.082,22863.79747,14122.79635,14012.53012
2017-01-21 01:00:00,10.05,72.4,0.087,0.059,0.085,26296.70886,16818.23708,17008.19277
2017-01-18 14:00:00,14.05,48.11,0.083,300.4,308.3,37494.68354,23828.57143,19061.20482
2017-01-10 17:00:00,15.69,69.33,0.078,167.2,195.1,34007.08861,20804.86322,17314.6988
2017-01-13 23:00:00,13.12,86.7,0.084,0.059,0.115,34365.56962,21103.95137,21125.78313
2017-01-07 20:00:00,11.64,81.8,0.078,0.044,0.119,40951.89873,25455.31915,25503.61446
2017-01-06 16:00:00,15.32,66.84,0.083,143.1,142.8,31272.91139,21570.82067,15701.20482
2017-01-09 05:00:00,14.98,71.3,0.075,0.059,0.145,19594.93671,12827.96353,13856.38554
2017-01-11 18:00:00,17.7,51.71,0.086,19.01,19.7,42896.20253,25604.86322,24682.40964
2017-01-10 16:00:00,16.03,68.36,0.077,332.3,365.6,33472.40506,20432.82675,16053.9759
2017-01-05 19:00:00,13.19,66.46,0.083,0.051,0.126,43704.3038,27133.1307,25804.33735
2017-01-06 00:00:00,8.96,84.9,0.082,0.07,0.145,28623.79747,19035.86626,18176.38554
2017-01-15 13:00:00,18.17,59.42,0.084,483.7,242.0,32117.46835,17916.10942,17603.85542
2017-01-10 08:00:00,12.93,77.5,0.08,0.124,0.185,24947.8481,14972.64438,11248.19277
2017-01-17 18:00:00,12.24,59.8,0.086,23.38,27.77,43746.83544,26808.51064,25139.27711
2017-01-17 13:00:00,13.39,47.71,0.084,531.9,512.3,35629.36709,18930.09119,18263.13253
2017-01-06 07:00:00,9.21,85.5,0.089,0.04,0.152,23848.10127,15953.79939,14342.16867
2017-01-12 21:00:00,15.01,83.7,0.073,0.051,0.137,42647.08861,26283.28267,25642.40964
2017-01-18 03:00:00,11.74,57.3,0.082,0.066,0.096,22323.03797,13754.40729,13833.25301
2017-01-05 11:00:00,9.73,63.47,0.086,365.7,44.35,31989.87342,20855.92705,15597.10843
2017-01-16 10:00:00,12.82,69.49,0.082,111.9,114.9,30610.63291,19524.62006,14128.19277
2017-01-14 13:00:00,15.7,62.05,0.088,144.7,142.8,34116.4557,20648.02432,17227.95181
2017-01-06 13:00:00,15.03,65.74,0.086,332.7,284.8,31880.50633,21293.61702,16666.98795
2017-01-19 20:00:00,11.63,51.85,0.086,0.059,0.108,44712.91139,28752.58359,26220.72289
2017-01-02 20:00:00,13.42,68.89,0.073,0.055,0.096,40939.74684,26531.30699,25353.25301
2017-01-20 04:00:00,9.25,59.03,0.089,0.048,0.078,21569.62025,13688.7538,13937.3494
2017-01-03 17:00:00,14.94,64.99,0.075,131.7,166.5,33241.51899,21924.62006,17852.53012
2017-01-12 19:00:00,15.39,81.7,0.071,0.048,0.145,44123.5443,26881.45897,25544.09639
2017-01-04 13:00:00,14.41,63.77,0.084,505.9,36.35,33855.18987,22256.53495,16817.3494
2017-01-11 02:00:00,9.63,85.0,0.082,0.088,0.13,23617.21519,14035.25836,14457.83133
2017-01-08 18:00:00,15.4,70.1,0.068,26.82,28.13,40313.92405,24149.54407,25341.68675
2017-01-16 23:00:00,11.18,65.55,0.087,0.059,0.085,34231.89873,21552.58359,20830.84337
2017-01-07 15:00:00,14.92,66.81,0.075,163.5,133.5,31886.58228,20195.74468,17465.06024
2017-01-01 12:00:00,13.08,54.36,0.077,450.4,43.2,29644.55696,18131.30699,16562.89157
2017-01-02 11:00:00,14.55,64.11,0.077,360.7,41.43,27645.56962,20618.84498,16325.78313
2017-01-02 04:00:00,10.18,81.7,0.079,0.059,0.159,19831.89873,13090.57751,13549.87952
2017-01-08 02:00:00,14.12,74.4,0.084,0.04,0.141,22183.29114,14684.49848,15400.48193
2017-01-06 22:00:00,12.45,77.5,0.085,0.055,0.122,38090.12658,24806.07903,23647.22892
2017-01-17 14:00:00,13.99,47.85,0.087,527.2,577.6,33879.49367,19272.94833,18182.16867
2017-01-15 06:00:00,10.68,87.6,0.083,0.051,0.134,17832.91139,18000.0,14984.09639
2017-01-10 05:00:00,14.31,78.0,0.075,0.048,0.208,21891.64557,13407.90274,13573.01205
2017-01-04 23:00:00,10.4,76.1,0.085,0.073,0.13,33302.27848,21895.44073,21386.0241
2017-01-03 03:00:00,12.78,71.8,0.078,0.055,0.156,20980.25316,13944.07295,13769.63855
2017-01-11 00:00:00,10.25,85.9,0.086,0.073,0.122,29115.94937,18087.53799,18234.21687
2017-01-21 04:00:00,9.52,64.41,0.079,0.033,0.156,22067.8481,13827.35562,14521.44578
2017-01-16 18:00:00,12.78,53.24,0.082,31.77,37.63,42987.34177,26764.74164,25012.04819
2017-01-08 10:00:00,14.19,64.44,0.081,104.6,93.5,27973.67089,13619.45289,14498.31325
2017-01-02 17:00:00,15.22,59.95,0.076,142.6,175.0,32390.88608,21198.78419,18026.0241
2017-01-21 18:00:00,12.38,51.55,0.087,16.37,17.16,43570.63291,27111.2462,26053.01205
2017-01-18 13:00:00,14.12,49.02,0.083,459.9,462.0,37780.25316,24069.30091,19119.03614
2017-01-09 14:00:00,16.99,60.28,0.078,498.4,91.9,33259.74684,20702.73556,16331.56627
2017-01-12 18:00:00,15.82,79.1,0.074,20.7,21.14,43655.6962,26571.42857,25075.66265
2017-01-11 14:00:00,18.7,46.91,0.089,312.4,238.3,33563.5443,20166.56535,16794.21687
2017-01-18 04:00:00,12.88,50.65,0.082,0.051,0.115,22086.07595,13696.04863,13682.89157
2017-01-01 04:00:00,4.753,75.7,0.083,0.044,0.134,20524.55696,12820.66869,14585.06024
2017-01-11 16:00:00,19.48,45.8,0.089,269.0,292.6,31910.88608,19634.04255,16077.10843
2017-01-19 16:00:00,11.8,60.07,0.082,101.0,104.3,36078.98734,22880.24316,17569.15663
2017-01-05 04:00:00,7.27,77.4,0.08,0.066,0.152,20876.96203,13334.95441,13850.60241
2017-01-10 10:00:00,14.45,74.0,0.077,233.0,69.06,31169.62025,19097.87234,14457.83133
2017-01-18 21:00:00,14.81,57.53,0.082,0.073,0.126,42276.4557,28147.11246,26243.85542
2017-01-09 21:00:00,15.12,75.6,0.076,0.066,0.137,41796.4557,25809.11854,25231.80723
2017-01-08 03:00:00,14.22,71.4,0.083,0.044,0.141,21247.59494,13334.95441,14666.0241
2017-01-05 02:00:00,7.78,81.5,0.087,0.077,0.111,20937.72152,14286.93009,14712.28916
2017-01-13 04:00:00,14.19,85.4,0.075,0.044,0.13,22316.96203,13604.86322,13769.63855
2017-01-09 23:00:00,14.91,76.1,0.071,0.051,0.141,33539.24051,20990.88146,20663.13253
2017-01-03 13:00:00,15.43,62.93,0.073,492.7,44.55,34341.26582,21672.94833,16632.28916
2017-01-02 23:00:00,12.82,70.1,0.075,0.077,0.1,32785.82278,21753.19149,21166.26506
2017-01-02 08:00:00,9.44,83.2,0.084,0.124,0.223,22742.27848,15537.99392,11398.55422
2017-01-12 03:00:00,9.81,76.0,0.092,0.055,0.119,22456.70886,13871.12462,14238.07229
2017-01-14 15:00:00,17.96,55.81,0.088,184.8,188.9,32336.20253,20213.98176,16909.87952
2017-01-09 08:00:00,14.91,63.23,0.07,0.088,0.134,23289.11392,14586.01824,11537.3494
2017-01-19 14:00:00,11.69,63.91,0.081,113.0,114.9,34432.40506,22829.17933,18465.54217
2017-01-02 03:00:00,10.7,77.7,0.079,0.062,0.159,20372.65823,13524.62006,13948.91566
